0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.1	-8.72470269075e-07	0.0	9.75	25.0	3.43820479185e-07	-3.34470369783e-06	0.0	0.0	4.75	25.0	0.0	-3.4898810763e-06	52.0571639809	53.4286066348	54.8000492888	56.1714919427	57.5429345966	58.9143772506	60.2858199045	61.6572625585	63.0287052124	64.4001478663	-0.763846144012	0.0602564266461	0.884358997305	1.70846156796	2.53256413862	3.35666670928	4.18076927994	5.0048718506	5.82897442126	6.65307699191	
0.11	-8.72470269075e-07	0.0	9.75	25.0	3.43820479185e-07	-3.34470369783e-06	0.0	0.0	4.75	25.0	0.0	-3.4898810763e-06	52.0571639809	53.4286066348	54.8000492888	56.1714919427	57.5429345966	58.9143772506	60.2858199045	61.6572625585	63.0287052124	64.4001478663	-0.763846144012	0.0602564266461	0.884358997305	1.70846156796	2.53256413862	3.35666670928	4.18076927994	5.0048718506	5.82897442126	6.65307699191	
0.12	-8.72470269075e-07	0.0	9.75	25.0	3.43820479185e-07	-3.34470369783e-06	0.0	0.0	4.75	25.0	0.0	-3.4898810763e-06	52.0571639809	53.4286066348	54.8000492888	56.1714919427	57.5429345966	58.9143772506	60.2858199045	61.6572625585	63.0287052124	64.4001478663	-0.763846144012	0.0602564266461	0.884358997305	1.70846156796	2.53256413862	3.35666670928	4.18076927994	5.0048718506	5.82897442126	6.65307699191	
0.13	-8.72470269075e-07	0.0	9.75	25.0	3.43820479185e-07	-3.34470369783e-06	0.0	0.0	4.75	25.0	0.0	-3.4898810763e-06	52.0571639809	53.4286066348	54.8000492888	56.1714919427	57.5429345966	58.9143772506	60.2858199045	61.6572625585	63.0287052124	64.4001478663	-0.763846144012	0.0602564266461	0.884358997305	1.70846156796	2.53256413862	3.35666670928	4.18076927994	5.0048718506	5.82897442126	6.65307699191	
0.14	-8.72470269075e-07	0.0	9.75	25.0	3.43820479185e-07	-3.34470369783e-06	0.0	0.0	4.75	25.0	0.0	-3.4898810763e-06	52.0571639809	53.4286066348	54.8000492888	56.1714919427	57.5429345966	58.9143772506	60.2858199045	61.6572625585	63.0287052124	64.4001478663	-0.763846144012	0.0602564266461	0.884358997305	1.70846156796	2.53256413862	3.35666670928	4.18076927994	5.0048718506	5.82897442126	6.65307699191	
0.15	-8.72470269075e-07	0.0	9.75	25.0	3.43820479185e-07	-3.34470369783e-06	0.0	0.0	4.75	25.0	0.0	-3.4898810763e-06	52.0571639809	53.4286066348	54.8000492888	56.1714919427	57.5429345966	58.9143772506	60.2858199045	61.6572625585	63.0287052124	64.4001478663	-0.763846144012	0.0602564266461	0.884358997305	1.70846156796	2.53256413862	3.35666670928	4.18076927994	5.0048718506	5.82897442126	6.65307699191	
0.16	-8.72470269075e-07	0.0	9.75	25.0	3.43820479185e-07	-3.34470369783e-06	0.0	0.0	4.75	25.0	0.0	-3.4898810763e-06	52.0571639809	53.4286066348	54.8000492888	56.1714919427	57.5429345966	58.9143772506	60.2858199045	61.6572625585	63.0287052124	64.4001478663	-0.763846144012	0.0602564266461	0.884358997305	1.70846156796	2.53256413862	3.35666670928	4.18076927994	5.0048718506	5.82897442126	6.65307699191	
0.17	-8.72470269075e-07	0.0	9.75	25.0	3.43820479185e-07	-3.34470369783e-06	0.0	0.0	4.75	25.0	0.0	-3.4898810763e-06	52.0571639809	53.4286066348	54.8000492888	56.1714919427	57.5429345966	58.9143772506	60.2858199045	61.6572625585	63.0287052124	64.4001478663	-0.763846144012	0.0602564266461	0.884358997305	1.70846156796	2.53256413862	3.35666670928	4.18076927994	5.0048718506	5.82897442126	6.65307699191	
0.18	-8.72470269075e-07	0.0	9.75	25.0	3.43820479185e-07	-3.34470369783e-06	0.0	0.0	4.75	25.0	0.0	-3.4898810763e-06	52.0571639809	53.4286066348	54.8000492888	56.1714919427	57.5429345966	58.9143772506	60.2858199045	61.6572625585	63.0287052124	64.4001478663	-0.763846144012	0.0602564266461	0.884358997305	1.70846156796	2.53256413862	3.35666670928	4.18076927994	5.0048718506	5.82897442126	6.65307699191	
0.19	-8.72470269075e-07	0.0	9.75	25.0	3.43820479185e-07	-3.34470369783e-06	0.0	0.0	4.75	25.0	0.0	-3.4898810763e-06	52.0571639809	53.4286066348	54.8000492888	56.1714919427	57.5429345966	58.9143772506	60.2858199045	61.6572625585	63.0287052124	64.4001478663	-0.763846144012	0.0602564266461	0.884358997305	1.70846156796	2.53256413862	3.35666670928	4.18076927994	5.0048718506	5.82897442126	6.65307699191	
