0000000000000000000001000 1.22178313205 [(1.0661806370115263, 1.0, 8), (1.1614984716298429, 1.0, 4), (1.2068857507267048, 1.0, 6), (1.2123514135056994, 1.0, 3), (1.2178340117441291, 1.0, 7), (1.2500613522129891, 1.0, 5), (1.2502329728807742, 1.0, 2), (1.2640033228414227, 1.0, 1)]
0000000000000000000011010 2.76316301014 ['["[\'[(2.7631630101443063,\',",', '"\'0.0,\',",', '"\'1),\',",', '"\'(2.7631630101443063,\',",', '"\'0.0,\',",', '"\'2),\',",', '"\'(2.7631630101443063,\',",', '"\'0.0,\',",', '"\'3),\',",', '"\'(2.7631630101443063,\',",', '"\'0.0,\',",', '"\'4),\',",', '"\'(2.7631630101443063,\',",', '"\'0.0,\',",', '"\'5),\',",', '"\'(2.7631630101443063,\',",', '"\'0.0,\',",', '"\'6),\',",', '"\'(2.7631630101443063,\',",', '"\'0.0,\',",', '"\'7),\',",', '"\'(2.7631630101443063,\',",', '"\'0.0,\',",', '"\'8)]\']"]']
0000000000000000000011010 2.76316301014 ['[(2.7631630101443063,', '0.0,', '1),', '(2.7631630101443063,', '0.0,', '2),', '(2.7631630101443063,', '0.0,', '3),', '(2.7631630101443063,', '0.0,', '4),', '(2.7631630101443063,', '0.0,', '5),', '(2.7631630101443063,', '0.0,', '6),', '(2.7631630101443063,', '0.0,', '7),', '(2.7631630101443063,', '0.0,', '8)]']
0000000000000000000011010 2.76316301014 [(2.7631630101443063, 0.0, 1), (2.7631630101443063, 0.0, 2), (2.7631630101443063, 0.0, 3), (2.7631630101443063, 0.0, 4), (2.7631630101443063, 0.0, 5), (2.7631630101443063, 0.0, 6), (2.7631630101443063, 0.0, 7), (2.7631630101443063, 0.0, 8)]
0010000010000010000000000 4.85944464811 [(4.7577320251219648, 0.0, 7), (4.8023701960082175, 0.0, 6), (4.8369531424663075, 0.0, 4), (4.8380003432022667, 0.0, 2), (4.8644338745109188, 0.0, 3), (4.8983912322633181, 0.0, 5), (4.8989418350894143, 0.0, 8), (4.9211359874292837, 0.0, 1)]
0110001000000010000011010 5.38366822269 [(5.3823182673636873, 0.0, 5), (5.3825184164156523, 0.0, 8), (5.3826418727345446, 0.0, 4), (5.383081275515714, 0.0, 1), (5.3831431386643134, 0.0, 2), (5.3858066038626005, 0.0, 7), (5.3882619812040593, 0.0, 6), (5.3883414763183399, 0.0, 3)]
0110001000000010000011010 5.38425845892 ["['[(5.3817834721762985,',", "'0.0,',", "'8),',", "'(5.3827449257837996,',", "'0.0,',", "'1),',", "'(5.3828044801167119,',", "'0.0,',", "'6),',", "'(5.3828276412214153,',", "'0.0,',", "'4),',", "'(5.3856663952110475,',", "'0.0,',", "'2),',", "'(5.3857353191299824,',", "'0.0,',", "'5),',", "'(5.3857564701148286,',", "'0.0,',", "'3),',", "'(5.3857713489953003,',", "'0.0,',", "'7)]']"]
0110001000000010000011010 5.38511433317 [(5.3826979868005127, 0.0, 6), (5.3827425238291537, 0.0, 7), (5.3830599308472724, 0.0, 2), (5.385782312403089, 0.0, 4), (5.3858072109965134, 0.0, 8), (5.3858078784161938, 0.0, 3), (5.3883078820013557, 0.0, 5), (5.3883408252388474, 0.0, 1)]
0011101011000111100001110 5.67613246087 [(5.5788606716579485, 0.0, 2), (5.6120923554141413, 0.0, 8), (5.6181834937254855, 0.0, 7), (5.6224933102171724, 0.0, 4), (5.7288185175025212, 0.0, 1), (5.7350345220492995, 0.0, 5), (5.8428331471694657, 0.0, 6), (5.8444653518165879, 0.0, 3)]
0010101011000111100000100 6.21830348659 ['[\'["[\\\'[(6.0109906290511423,\\\',",\',', '\'"\\\'0.0,\\\',",\',', '\'"\\\'2),\\\',",\',', '\'"\\\'(6.1464980261586275,\\\',",\',', '\'"\\\'0.0,\\\',",\',', '\'"\\\'3),\\\',",\',', '\'"\\\'(6.1750791620101948,\\\',",\',', '\'"\\\'0.0,\\\',",\',', '\'"\\\'5),\\\',",\',', '\'"\\\'(6.2051361902521549,\\\',",\',', '\'"\\\'0.0,\\\',",\',', '\'"\\\'1),\\\',",\',', '\'"\\\'(6.222638862765141,\\\',",\',', '\'"\\\'0.0,\\\',",\',', '\'"\\\'8),\\\',",\',', '\'"\\\'(6.2703597313288775,\\\',",\',', '\'"\\\'0.0,\\\',",\',', '\'"\\\'6),\\\',",\',', '\'"\\\'(6.3002493986575461,\\\',",\',', '\'"\\\'0.0,\\\',",\',', '\'"\\\'7),\\\',",\',', '\'"\\\'(6.4031301052677856,\\\',",\',', '\'"\\\'0.0,\\\',",\',', '\'"\\\'4)]\\\']"]\']']
0010101011000111100000100 6.21880997731 ['[(5.8452030718693111,', '0.0,', '5),', '(6.0523761657635831,', '0.0,', '8),', '(6.1580283757647081,', '0.0,', '1),', '(6.2140604122514675,', '0.0,', '7),', '(6.2295724998892332,', '0.0,', '6),', '(6.2735786213493849,', '0.0,', '2),', '(6.2859165985127001,', '0.0,', '4),', '(6.2957668143149865,', '0.0,', '3)]']
